Convention,Day,Text
2020 RNC,Day 1,THAT'S WHY IT'S SO TRAGIC TO SEE
2020 RNC,Day 1,SO MUCH OF THE DEMOCRATIC PARTY
2020 RNC,Day 1,TURNING A BLIND EYE TOWARDS
2020 RNC,Day 1,RIOTS AND RAGE.
2020 RNC,Day 1,THE AMERICAN PEOPLE KNOW WE CAN
2020 RNC,Day 1,DO BETTER.
2020 RNC,Day 1,"AND OF COURSE, WE VALUE AND"
2020 RNC,Day 1,RESPECT EVERY BLACK LIFE.
2020 RNC,Day 1,THE BLACK COPS WHO HAVE BEEN
2020 RNC,Day 1,"SHOT IN THE LINE OF DUTY, THEY"
2020 RNC,Day 1,MATTER.
2020 RNC,Day 1,THE BLACK SMALL BUSINESS OWNERS
2020 RNC,Day 1,WHO WATCHED THEIR LIFE'S WORK GO
2020 RNC,Day 1,"UP IN FLAMES, THEY MATTER."
2020 RNC,Day 1,THE BLACK KIDS WHO HAVE BEEN
2020 RNC,Day 1,"GUNNED DOWN ON THE PLAYGROUND,"
2020 RNC,Day 1,"THEIR LIVES MATTER, TOO."
2020 RNC,Day 1,AND THEIR LIVES ARE BEING RUINED
2020 RNC,Day 1,AND STOLEN BY THE VIOLENCE ON
2020 RNC,Day 1,OUR STREETS.
2020 RNC,Day 1,IT DOESN'T HAVE TO BE LIKE THIS.
2020 RNC,Day 1,IT WASN'T LIKE THIS IN SOUTH
2020 RNC,Day 1,CAROLINA FIVE YEARS AGO.
2020 RNC,Day 1,OUR STATE CAME FACE-TO-FACE WITH
2020 RNC,Day 1,EVIL.
2020 RNC,Day 1,A WHITE SUPREMIST WALKED INTO
2020 RNC,Day 1,MOTHER EMMANUEL CHURCH DURING
2020 RNC,Day 1,BIBLE STUDY.
2020 RNC,Day 1,12 AFRICAN AMERICANS PULLED UP A
2020 RNC,Day 1,CHAIR AND PRAYED WITH HIM FOR AN
2020 RNC,Day 1,HOUR.
2020 RNC,Day 1,THEN HE BEGAN TO SHOOT.
2020 RNC,Day 1,"AFTER THAT HORRIFIC TRAGEDY, WE"
2020 RNC,Day 1,DIDN'T TURN AGAINST EACH OTHER.
2020 RNC,Day 1,"WE CAME TOGETHER, BLACK AND"
2020 RNC,Day 1,"WHITE, DEMOCRAT AND REPUBLICAN."
2020 RNC,Day 1,"TOGETHER, WE MADE THE HARD"
2020 RNC,Day 1,CHOICES NEEDED TO HEAL AND
2020 RNC,Day 1,REMOVED A DIVISIVE SYMBOL
2020 RNC,Day 1,PEACEFULLY AND RESPECTFULLY.
2020 RNC,Day 1,WHAT HAPPENED THEN SHOULD GIVE
2020 RNC,Day 1,US HOPE NOW.
2020 RNC,Day 1,AMERICA ISN'T PERFECT.
2020 RNC,Day 1,BUT THE PRINCIPLES WE HOLD DEAR
2020 RNC,Day 1,ARE PERFECT.
2020 RNC,Day 1,"THERE'S ONE THING I'VE LEARNED,"
2020 RNC,Day 1,"IT'S THAT EVEN ON OUR WORST DAY,"
2020 RNC,Day 1,WE ARE BLESSED TO LIVE IN
2020 RNC,Day 1,AMERICA.
2020 RNC,Day 1,IT'S TIME TO KEEP THAT BLESSING
2020 RNC,Day 1,ALIVE FOR THE NEXT GENERATION.
2020 RNC,Day 1,THIS PRESIDENT AND THIS PARTY
2020 RNC,Day 1,ARE COMMITTED TO THAT NOBLE
2020 RNC,Day 1,TASK.
2020 RNC,Day 1,WE SEEK A NATION THAT RISES
2020 RNC,Day 1,"TOGETHER, NOT FALLS APART IN"
2020 RNC,Day 1,ANARCHY AND ANGER.
2020 RNC,Day 1,WE KNOW THAT THE ONLY WAY TO
2020 RNC,Day 1,OVERCOME AMERICA'S CHALLENGES IS
2020 RNC,Day 1,TO EMBRACE AMERICA'S STRENGTHS.
2020 RNC,Day 1,WE ARE STRIVING TO REACH A
2020 RNC,Day 1,BRIGHTER FUTURE WHERE EVERY
2020 RNC,Day 1,CHILD GOES TO A WORLD CLASS
2020 RNC,Day 1,"SCHOOL CHOSEN BY THEIR PARENTS,"
2020 RNC,Day 1,WHERE EVERY FAMILY LIVES IN A
2020 RNC,Day 1,"SAFE COMMUNITY WITH GOOD JOBS,"
2020 RNC,Day 1,WHERE EVERY ENTREPRENEUR HAS THE
2020 RNC,Day 1,"FREEDOM TO ACHIEVE AND INSPIRE,"
2020 RNC,Day 1,WHERE EVERY BELIEVER CAN WORSHIP
2020 RNC,Day 1,"WITHOUT FEAR, AND EVERY LIFE IS"
2020 RNC,Day 1,PROTECTED.
2020 RNC,Day 1,"WHERE EVERY GIRL AND BOY, EVERY"
2020 RNC,Day 1,WOMAN AND MAN OF EVERY RACE AND
2020 RNC,Day 1,RELIGION HAS THE BEST SHOT AT
2020 RNC,Day 1,THE BEST LIFE.
2020 RNC,Day 1,"IN THIS ELECTION, WE MUST CHOOSE"
2020 RNC,Day 1,THE ONLY CANDIDATE WHO HAS AND
2020 RNC,Day 1,WHO WILL CONTINUE DELIVERING ON
2020 RNC,Day 1,THAT VISION.
2020 RNC,Day 1,PRESIDENT TRUMP AND VICE
2020 RNC,Day 1,PRESIDENT PENCE HAVE MY SUPPORT.
2020 RNC,Day 1,AND AMERICA HAS OUR PROMISE.
2020 RNC,Day 1,WE WILL BUILD ON THE PROGRESS OF
2020 RNC,Day 1,"OUR PAST, AND UNLOCK THE PROMISE"
2020 RNC,Day 1,OF OUR FUTURE.
2020 RNC,Day 1,THAT FUTURE STARTS WHEN THE
2020 RNC,Day 1,AMERICAN PEOPLE REELECT
2020 RNC,Day 1,PRESIDENT DONALD TRUMP.
2020 RNC,Day 1,THANK YOU.
2020 RNC,Day 1,GOOD NIGHT.
2020 RNC,Day 1,AND MAY GOD ALWAYS BLESS
2020 RNC,Day 1,AMERICA.
2020 RNC,Day 1,_
2020 RNC,Day 1,">> GOOD EVENING, AMERICA."
2020 RNC,Day 1,I'M DONALD TRUMP JR.
2020 RNC,Day 1,WE'RE HERE TONIGHT TO TALK ABOUT
2020 RNC,Day 1,"THE GREAT AMERICAN STORY, TO"
2020 RNC,Day 1,TALK ABOUT THIS COUNTRY WE ALL
2020 RNC,Day 1,"LOVE, THIS LAND OF PROMISE AND"
2020 RNC,Day 1,OPPORTUNITY OF HEROES AND
2020 RNC,Day 1,GREATNESS.
2020 RNC,Day 1,"JUST A FEW SHORT MONTHS AGO, WE"
2020 RNC,Day 1,WERE SEEING THE AMERICAN DREAM
2020 RNC,Day 1,BECOME A REALITY FOR MORE OF OUR
2020 RNC,Day 1,CITIZENS THAN EVER BEFORE.
2020 RNC,Day 1,THE GREATEST PROLONGED ECONOMIC
2020 RNC,Day 1,"EXPANSION IN AMERICAN HISTORY,"
2020 RNC,Day 1,THE LOWEST UNEMPLOYMENT RATE IN
2020 RNC,Day 1,"NEARLY 50 YEARS, THE LOWEST"
2020 RNC,Day 1,UNEMPLOYMENT RATES EVER FOR
2020 RNC,Day 1,"BLACK AMERICANS, HISPANIC"
2020 RNC,Day 1,"AMERICANS, WOMEN, AND PRETTY"
2020 RNC,Day 1,MUCH EVERY OTHER DEMOGRAPHIC
2020 RNC,Day 1,GROUP.
2020 RNC,Day 1,AND THEN COURTESY OF THE CHINESE
2020 RNC,Day 1,"COMMUNIST PARTY, THE VIRUS"
2020 RNC,Day 1,STRUCK.
2020 RNC,Day 1,THE PRESIDENT QUICKLY TOOK
2020 RNC,Day 1,ACTION AND SHUT DOWN TRAVEL FROM
2020 RNC,Day 1,CHINA.
2020 RNC,Day 1,JOE BIDEN AND HIS DEMOCRAT
2020 RNC,Day 1,ALLIES CALLED MY FATHER A RACIST
2020 RNC,Day 1,AND A ZENO FOBE FOR DOING IT.
2020 RNC,Day 1,THEY PUT POLITICAL CORRECTNESS
2020 RNC,Day 1,AHEAD OF THE SAFETY AND SECURITY
2020 RNC,Day 1,OF THE AMERICAN PEOPLE.
2020 RNC,Day 1,"FORTUNATELY, AS THE VIRUS BEGAN"
2020 RNC,Day 1,"TO SPREAD, THE PRESIDENT ACTED"
2020 RNC,Day 1,QUICKLY AND INSURED VENTILATORS
2020 RNC,Day 1,GOT TO HOSPITAL THAT NEEDED THEM
2020 RNC,Day 1,MOST.
2020 RNC,Day 1,HE DELIVERED P.P.E. TO OUR BRAVE
2020 RNC,Day 1,FRONT LINE WORKERS AND HE
2020 RNC,Day 1,RALLIED THE MIGHTY AMERICAN
2020 RNC,Day 1,PRIVATE SECTOR TO TACK THIS WILL
2020 RNC,Day 1,NEW CHALLENGE.
2020 RNC,Day 1,"THERE'S MORE WORK TO DO, BUT"
2020 RNC,Day 1,THERE IS A LIGHT AT THE END OF
2020 RNC,Day 1,THE TUNNEL.
2020 RNC,Day 1,JOB GAINS ARE OUTPACING WHAT THE
2020 RNC,Day 1,SO-CALLED EXPERTS EXPECTED.
2020 RNC,Day 1,BUT BIDEN'S RADICAL LEFT WING
2020 RNC,Day 1,POLICIES WOULD STOP OUR ECONOMIC
2020 RNC,Day 1,RECOVERY COLD.
2020 RNC,Day 1,HE'S ALREADY TALKING ABOUT
2020 RNC,Day 1,SHUTTING THE COUNTRY DOWN AGAIN.
2020 RNC,Day 1,IT'S MADNESS.
2020 RNC,Day 1,DEMOCRATS CLAIM TO BE FOR
2020 RNC,Day 1,"WORKERS, BUT THEY'VE SPENT THE"
2020 RNC,Day 1,ENTIRE PANDEMIC TRYING TO SNEAK
2020 RNC,Day 1,A TAX BREAK FOR MILLIONAIRES AND
2020 RNC,Day 1,DEMOCRAT STATES INTO THE COVID
2020 RNC,Day 1,RELIEF BILL.
2020 RNC,Day 1,THEN THEY ATTACKED MY FATHER FOR
2020 RNC,Day 1,SUSPENDING THE TAX PAYMENT FOR
2020 RNC,Day 1,MIDDLE-CLASS WORKERS.
2020 RNC,Day 1,"IF YOU THINK ABOUT IT, JOE"
2020 RNC,Day 1,BIDEN'S ENTIRE ECONOMIC PLATFORM
2020 RNC,Day 1,SEEMS DESIGNED TO CRUSH THE
2020 RNC,Day 1,WORKING MEN AND WOMEN.
2020 RNC,Day 1,HE SUPPORTED THE WORST TRADE
2020 RNC,Day 1,DEALS IN THE HISTORY OF THE
2020 RNC,Day 1,PLANET.
2020 RNC,Day 1,HE VOTED FOR THE NAFTA
2020 RNC,Day 1,NIGHTMARE.
2020 RNC,Day 1,DOWN THE TUBES WENT OUR AUTO
2020 RNC,Day 1,INDUSTRY.
2020 RNC,Day 1,HE PUSHED FOR TPP.
2020 RNC,Day 1,BIDE SEASON SO SWEAK ON CHINA
2020 RNC,Day 1,THAT THE INTELLIGENCE COMMUNITY
2020 RNC,Day 1,ASSESSED THAT THE CHINESE
2020 RNC,Day 1,COMMUNIST PARTY FAVORS BIDEN.
2020 RNC,Day 1,THEY KNOW HE WILL WEAKEN US BOTH
2020 RNC,Day 1,ECONOMICALLY AND ON THE WORLD
2020 RNC,Day 1,STAGE.
2020 RNC,Day 1,HE WANTS TO BRING MORE ILLEGAL
2020 RNC,Day 1,IMMIGRANTS TO TAKE JOBS FROM
2020 RNC,Day 1,AMERICAN CITIZENS.
2020 RNC,Day 1,HIS OPEN BORDER POLICIES WOULD
2020 RNC,Day 1,DRIVE WAGES DOWN FOR AMERICANS
2020 RNC,Day 1,AT A TIME WHEN THEY WERE GETTING
2020 RNC,Day 1,REAL WORK INCREASING FOR THE
2020 RNC,Day 1,FIRST TIME IN HISTORY.
2020 RNC,Day 1,HE'S PLEDGED TO REPEAL THE TRUMP
2020 RNC,Day 1,"TAX CUTS, WHICH WERE THE BIGGEST"
2020 RNC,Day 1,IN OUR COUNTRY.
2020 RNC,Day 1,AFTER EIGHT YEARS OF OBAMA AND
2020 RNC,Day 1,"BIDEN'S SLOW GROWTH, TRUMP'S"
2020 RNC,Day 1,POLICIES HAVE BEEN LIKE ROCKET
2020 RNC,Day 1,FUEL TO THE ECONOMY AND
2020 RNC,Day 1,ESPECIALLY TO THE MIDDLE-CLASS.
2020 RNC,Day 1,BIDEN HAS PROMISED TO TAKE THAT
2020 RNC,Day 1,MONEY BACK OUT OF YOUR POCKET
2020 RNC,Day 1,AND KEEP IT IN THE SWAMP.
2020 RNC,Day 1,"THAT MAKES SENSE THOUGH,"
2020 RNC,Day 1,CONSIDERING JOE BIDEN IS
2020 RNC,Day 1,BASICALLY THE LOCH NESS MONSTER
2020 RNC,Day 1,OF THE SWAMP.
2020 RNC,Day 1,"FOR THE PAST HALF CENTURY, HE'S"
2020 RNC,Day 1,BEEN LURKING AROUND IN THERE.
2020 RNC,Day 1,HE STICKS HIS HEAD UP EVERY NOW
2020 RNC,Day 1,AND THEN TO RUN FOR PRESIDENT.
2020 RNC,Day 1,THEN HE DISAPPEARS AND DOESN'T
2020 RNC,Day 1,DO MUCH IN BETWEEN.
2020 RNC,Day 1,"SO IF YOU'RE LOOKING FOR HOPE,"
2020 RNC,Day 1,LOOK TO THE MAN WHO DID WHAT THE
2020 RNC,Day 1,FAILED OBAMA-BIDEN
2020 RNC,Day 1,ADMINISTRATION NEVER COULD DO
2020 RNC,Day 1,AND BUILD THE GREATEST ECONOMY
2020 RNC,Day 1,OUR COUNTRY HAS EVER SEEN.
2020 RNC,Day 1,AND PRESIDENT TRUMP WILL DO IT
2020 RNC,Day 1,AGAIN.
2020 RNC,Day 1,PRESIDENT TRUMP WILL DO IT
2020 RNC,Day 1,AGAIN.
2020 RNC,Day 1,WE WILL BE STRONGER THAN EVER.
2020 RNC,Day 1,THERE IS NO OBSTACLE THAT
2020 RNC,Day 1,"AMERICA CAN'T SURMOUNT, EXCEPT"
2020 RNC,Day 1,THERE IS A DIFFERENCE THIS TIME.
2020 RNC,Day 1,"IN THE PAST, BOTH PARTIES"
2020 RNC,Day 1,BELIEVED IN THE GOODNESS OF
2020 RNC,Day 1,AMERICA.
2020 RNC,Day 1,WE AGREED THAT WHERE WE WANTED
2020 RNC,Day 1,TO GO.
2020 RNC,Day 1,WE JUST DISAGREED ON HOW TO GET
2020 RNC,Day 1,THERE.
2020 RNC,Day 1,THIS TIME THE OTHER PARTY IS
2020 RNC,Day 1,ATTACKING THE VERY PRINCIPLES ON
2020 RNC,Day 1,WHICH OUR NATION WAS FOUNDED.
2020 RNC,Day 1,FREEDOM OF THOUGHT.
2020 RNC,Day 1,FREEDOM OF SPEECH.
2020 RNC,Day 1,FREEDOM OF RELIGION.
2020 RNC,Day 1,THE RULE OF LAW.
2020 RNC,Day 1,THOMAS JEFFERSON FAMOUSLY SAID I
2020 RNC,Day 1,HAVE SWORN PHENOMENON ALTAR OF
2020 RNC,Day 1,GOD ETERNAL HOSTILITY AGAINST
2020 RNC,Day 1,EVERY FORM OF TYRANNY OVER THE
2020 RNC,Day 1,MIND OF MAN.
2020 RNC,Day 1,"NOW LEFT, THEY ARE TRYING TO"
2020 RNC,Day 1,CANCEL ALL OF THOSE FOUNDERS
2020 RNC,Day 1,THIS THEY DON'T SEEM TO
2020 RNC,Day 1,UNDERSTAND THIS IMPORTANT
2020 RNC,Day 1,PRINCIPLE.
2020 RNC,Day 1,IN ORDER TO IMPROVE IN THE
2020 RNC,Day 1,"FUTURE, WE MUST LEARN FROM OUR"
2020 RNC,Day 1,"PAST, NOT ERASE IT."
2020 RNC,Day 1,SO WE'RE NOT GOING TO TEAR DOWN
2020 RNC,Day 1,MONUMENTS AND FORGET THE PEOPLE
2020 RNC,Day 1,WHO BUILT OUR GREAT NATION.
2020 RNC,Day 1,"INSTEAD, WE WILL LEARN FROM OUR"
2020 RNC,Day 1,PAST SO WE DON'T PREET ANY
2020 RNC,Day 1,MISTAKES AND WE WILL WORK
2020 RNC,Day 1,TIRELESSLY TO IMPROVE THE LIVES
2020 RNC,Day 1,OF ALL AMERICANS.
2020 RNC,Day 1,JOE BIDEN AND THE RADICAL LEFT
2020 RNC,Day 1,ARE NOW COMING FOR OUR FREEDOM
2020 RNC,Day 1,OF SPEECH.
2020 RNC,Day 1,THEY WANT TO BULLY US INTO
2020 RNC,Day 1,SUBMISSION.
2020 RNC,Day 1,"IF THEY GET THEIR WAY, IT WILL"
2020 RNC,Day 1,NO LONGER BE THE SILENT
2020 RNC,Day 1,MAJORITY.
2020 RNC,Day 1,IT WILL BE THE SILENCED
2020 RNC,Day 1,MAJORITY.
2020 RNC,Day 1,THIS HAS TO STOP.
2020 RNC,Day 1,FREEDOM OF EXPRESSION USED TO BE
2020 RNC,Day 1,"A LIBERAL VALUE, AT LEAST BEFORE"
2020 RNC,Day 1,THE RADICAL LEFT TOOK OVER.
2020 RNC,Day 1,NOW THE REPUBLICAN PARTY IS THE
2020 RNC,Day 1,"HOME OF FREE SPEECH, THE PLACE"
2020 RNC,Day 1,WHERE ANYONE FROM ANY BACKGROUND
2020 RNC,Day 1,"CAN SPEAK THEIR MIND, AND MAY"
2020 RNC,Day 1,THE BEST IDEAS WIN.
2020 RNC,Day 1,PEOPLE OF FAITH ARE UNDER
2020 RNC,Day 1,ATTACK.
2020 RNC,Day 1,YOU'RE NOT ALLOWED TO GO TO
2020 RNC,Day 1,"CHURCH, BUT MASS CHAOS IN THE"
2020 RNC,Day 1,STREETS GETS A PASS.
2020 RNC,Day 1,IT IS ALMOST LIKE THIS ELECTION
2020 RNC,Day 1,"IS SHAPING UP TO BE CHURCH, WORK"
2020 RNC,Day 1,"AND SCHOOL VERSUS RIOTING,"
2020 RNC,Day 1,LOOTING AND VANDALISM OR IN THE
2020 RNC,Day 1,WORDS OF BIDEN AND THE
2020 RNC,Day 1,"DEMOCRATS, PEACEFUL PROTESTING."
2020 RNC,Day 1,ANARCHISTS HAVE BEEN FLOODING
2020 RNC,Day 1,OUR STREETS AND DEMOCRAT MAYORS
2020 RNC,Day 1,ARE ORDERING THE POLICE TO STAND
2020 RNC,Day 1,DOWN.
2020 RNC,Day 1,"SMALL BUSINESSES ACROSS AMERICA,"
2020 RNC,Day 1,MANY MINORITY OWNED ARE BEING
2020 RNC,Day 1,TORCHED BY MOBS.
2020 RNC,Day 1,THE DEMOCRAT MAYORS PRETEND IT
2020 RNC,Day 1,IS NOT HAPPENING AND ACTUALLY
2020 RNC,Day 1,CALL IT A SUMMER OF LOVE.
2020 RNC,Day 1,THAT BRINGS ME TO ANOTHER
2020 RNC,Day 1,IMPORTANT PRINCIPLE.
2020 RNC,Day 1,EVERY AMERICAN MUST BE FREE TO
2020 RNC,Day 1,LIVE WITHOUT FEAR OF VIOLENCE IN
2020 RNC,Day 1,YOUR COMMUNITY AND IN YOUR HOMES
2020 RNC,Day 1,M ALL MEN AND WOMEN MUST BE
2020 RNC,Day 1,TREATED EQUAL.
2020 RNC,Day 1,THAT'S WHY WE MUST PUT AN END TO
2020 RNC,Day 1,RACISM AND MUST ENSURE THAT ANY
2020 RNC,Day 1,POLICE OFFICER WHO ABUSES THEIR
2020 RNC,Day 1,POWERS IS HELD ACCOUNTABLE.
2020 RNC,Day 1,WHAT HAPPENED TO GEORGE FLOYD IS
2020 RNC,Day 1,A DISGRACE AND IF YOU KNOW A
2020 RNC,Day 1,"POLICE OFFICER, YOU KNOW THEY"
2020 RNC,Day 1,AGREE WITH THAT TOO.
2020 RNC,Day 1,BUT WE CANNOT LOSE SIGHT THAT
2020 RNC,Day 1,THE FACT THAT OUR POLICE ARE
2020 RNC,Day 1,AMERICAN HEROES.
2020 RNC,Day 1,THEY DESERVE OUR DEEPEST
2020 RNC,Day 1,APPRECIATION.
2020 RNC,Day 1,BECAUSE NO MATTER WHAT THE
2020 RNC,Day 1,"DEMOCRATS SAY, YOU AND I BOTH"
2020 RNC,Day 1,"KNOW, WHEN WE DIAL 911, WE DON'T"
2020 RNC,Day 1,WANT IT GOING TO VOICEMAIL.
2020 RNC,Day 1,SO DEFUNDING THE POLICE IS NOT
2020 RNC,Day 1,AN OPTION.
2020 RNC,Day 1,EVERYTHING STARTS WITH SAFETY
2020 RNC,Day 1,AND SECURITY.
2020 RNC,Day 1,YOU CAN'T HAVE ANYTHING ELSE
2020 RNC,Day 1,WITHOUT IT.
2020 RNC,Day 1,YOU CAN'T FOCUS ON BUILDING A
2020 RNC,Day 1,BETTER FUTURE FOR YOUR CHILDREN
2020 RNC,Day 1,WITHOUT THE PEACE OF MIND THAT
2020 RNC,Day 1,THEY CAN STUDY SAFELY IN THEIR
2020 RNC,Day 1,"CLASSROOMS, PLAY SAFELY IN THEIR"
2020 RNC,Day 1,NEIGHBORHOODS AND SLEEP SAFELY
2020 RNC,Day 1,IN THEIR BEDS.
2020 RNC,Day 1,BUT SAFETY IS ONLY THE
2020 RNC,Day 1,BEGINNING.
2020 RNC,Day 1,TRUMP'S AMERICA IS A LAND OF
2020 RNC,Day 1,"OPPORTUNITY, A PLACE OF PROMISE."
2020 RNC,Day 1,I WAS FORTUNATE ENOUGH TO GROW
2020 RNC,Day 1,UP IN A FAMILY THAT COULD AFFORD
2020 RNC,Day 1,THE BEST SCHOOLS AND THE FINEST
2020 RNC,Day 1,UNIVERSITIES BUT A GREAT
2020 RNC,Day 1,EDUCATION CANNOT BE THE
2020 RNC,Day 1,EXCLUSIVE RIGHT OF THE RICH AND
2020 RNC,Day 1,POWERFUL.
2020 RNC,Day 1,IT MUST BE ACCESSIBLE TO ALL.
2020 RNC,Day 1,THAT'S WHY MY DAD IS PRO SCHOOL
2020 RNC,Day 1,CHOICE.
2020 RNC,Day 1,THAT'S WHY HE CALLED EDUCATION
2020 RNC,Day 1,ACCESS THE CIVILITY RIGHTSES
2020 RNC,Day 1,ISSUE NOT JUST OF OUR TIME BUT
2020 RNC,Day 1,OF ALL TIME.
2020 RNC,Day 1,IT IS UNACCEPTABLE THAT TOO MANY
2020 RNC,Day 1,AFRICAN-AMERICAN AND SHACK
2020 RNC,Day 1,CHILDREN HAVE R-STUCK IN BAD
2020 RNC,Day 1,SCHOOLS BECAUSE OF THEIR ZIP
2020 RNC,Day 1,CODES.
2020 RNC,Day 1,THEY WILL LET PARENTS CHOOSE
2020 RNC,Day 1,WHAT IS BEST FOR THEIR KIDS.
2020 RNC,Day 1,LEVELED LIMIT IMMIGRATION TO
2020 RNC,Day 1,PROTECT AMERICAN WORKERS.
2020 RNC,Day 1,THEY WOULD LEARN TO NEGOTIATE
2020 RNC,Day 1,TRADE DEALS THAT PRIORITIZE
2020 RNC,Day 1,AMERICA'S INTERESTS FOR A
2020 RNC,Day 1,CHANGE.
2020 RNC,Day 1,THEY WOULD QUIT SENDING OUR
2020 RNC,Day 1,YOUNG PEOPLE TO SOLVE PROBLEMS
2020 RNC,Day 1,IN FOREIGN LANDS AND CUT TAXES
2020 RNC,Day 1,FOR FAMILIES AND WORKERS.
2020 RNC,Day 1,THEY WOULD CREATE OPPORTUNITY
2020 RNC,Day 1,ZONES THAT DRIVE INVESTMENT IN
2020 RNC,Day 1,INNER CITIES.
2020 RNC,Day 1,IF DEMOCRATS CARED FOR THE
2020 RNC,Day 1,FORGOTTEN MEN AND WOMEN FOR OUR
2020 RNC,Day 1,"COUNTRY, THEY WOULD DO EXACTLY"
2020 RNC,Day 1,WHAT PRESIDENT TRUMP IS DOING.
2020 RNC,Day 1,THE AMERICA IS THE GREATEST
2020 RNC,Day 1,COUNTRY ON EARTH BUT MY FATHER'S
2020 RNC,Day 1,ENTIRE WORLD VIEW REVOLVES
2020 RNC,Day 1,AROUND THE IDEA THAT WE CAN
2020 RNC,Day 1,ALWAYS DO EVEN BETTER.
2020 RNC,Day 1,IMAGINE THE LIFE YOU WANT TO
2020 RNC,Day 1,HAVE.
2020 RNC,Day 1,ONE WITH A GREAT JOB.
2020 RNC,Day 1,A BEAUTIFUL HOME.
2020 RNC,Day 1,A PERFECT FAMILY.
2020 RNC,Day 1,YOU CAN HAVE IT.
2020 RNC,Day 1,IMAGINE THE COUNTRY YOU WANT TO
2020 RNC,Day 1,LIVE IN.
2020 RNC,Day 1,ONE WITH TRUE EQUAL OPPORTUNITY.
2020 RNC,Day 1,WHERE HARD WORK PAYS OFF AND
2020 RNC,Day 1,JUSTICE IS SERVED WITH
2020 RNC,Day 1,COMPASSION AND PARTIALITY.
2020 RNC,Day 1,YOU CAN HAVE IT.
2020 RNC,Day 1,IMAGINE WORLD WITH COMMUNISM AND
2020 RNC,Day 1,ISLAMIC TERRORISM ARE NOT GIVEN
2020 RNC,Day 1,A CHANCE TO SPREAD.
2020 RNC,Day 1,HEROS ARE CELEBRATED AND THE
2020 RNC,Day 1,GOOD GUYS WIN.
2020 RNC,Day 1,YOU CAN HAVE IT.
2020 RNC,Day 1,THAT IS THE LIFE.
2020 RNC,Day 1,THAT IS THE COUNTRY.
2020 RNC,Day 1,THAT IS THE WORLD THAT DONALD
2020 RNC,Day 1,TRUMP AND THE REPUBLICAN PARTY
2020 RNC,Day 1,ARE AFTER.
2020 RNC,Day 1,"AND YES, YOU CAN HAVE IT."
2020 RNC,Day 1,BECAUSE UNLIKE JOE BIDEN AND THE
2020 RNC,Day 1,"RADICAL LEFT DEMOCRATS, OUR"
2020 RNC,Day 1,PARTY IS OPEN TO EVERYONE.
2020 RNC,Day 1,IT STARTS BY REJECTING RADICALS
2020 RNC,Day 1,WHO WANT TO DRIVE US INTO THE
2020 RNC,Day 1,DARK AND EMBRACING THE MAN WHO
2020 RNC,Day 1,REPRESENTS A BRIGHT AND
2020 RNC,Day 1,BEAUTIFUL FUTURE FOR ALL.
2020 RNC,Day 1,IT STARTS BY RE-ELECTING DONALD
2020 RNC,Day 1,J. TRUMP PRESIDENT OF THE UNITED
2020 RNC,Day 1,STATES.
2020 RNC,Day 1,THANK YOU AND GOD BLESS AMERICA.
2020 RNC,Day 1,>> I WORK IN A POLITICAL SPACE.
2020 RNC,Day 1,>> I'M THE FOUNDER OF THE
2020 RNC,Day 1,CHILDREN'S NUTRITIONAL COMPANY.
2020 RNC,Day 1,WE GREW UP IN A SMALL TOWN.
2020 RNC,Day 1,OUR MOM IS FROM GUATEMALA.
2020 RNC,Day 1,OUR DAD IS A SMALL BUSINESS
2020 RNC,Day 1,OWNER FROM CHICAGO.
2020 RNC,Day 1,WE BROUGHT TWO DIFFERENT
2020 RNC,Day 1,CULTURES TOGETHER TO CREATE US.
2020 RNC,Day 1,IT TAUGHT US THE VALUES OF HARD
2020 RNC,Day 1,"WORK, LIBERTY, TO LOVE THIS"
2020 RNC,Day 1,COUNTRY UNAPOLOGETICALLY.
2020 RNC,Day 1,SO MANY DIFFERENT THINGS OUT ON
2020 RNC,Day 1,THE COUNTRYSIDE.
2020 RNC,Day 1,>> WE GREW UP SELLING HONEY AT
2020 RNC,Day 1,FARMER'S MARKETS.
2020 RNC,Day 1,I'VE NEVER BEEN STUNG BY A BEE.
2020 RNC,Day 1,REALLY IT WAS TEACHING US AGAIN
2020 RNC,Day 1,"ENTREPRENEURSHIP, SELF-RELIANCE,"
2020 RNC,Day 1,WE'RE THE ONES THAT NEED TO PUT
2020 RNC,Day 1,IN THE HARD WORK TO GET WHAT WE
2020 RNC,Day 1,WANT.
2020 RNC,Day 1,">> MY MOTHER, BEING FROM"
2020 RNC,Day 1,"GUATEMALA, ESCAPING WHAT SHE HAD"
2020 RNC,Day 1,"THERE, GROWING UP IN POVERTY AND"
2020 RNC,Day 1,COMING HERE TO THE UNITED
2020 RNC,Day 1,"STATES, BEING ABLE TO FULFILL"
2020 RNC,Day 1,HER DESTINY AND BE SOMEBODY THAT
2020 RNC,Day 1,SHE COULDN'T THERE IN HER HOME
2020 RNC,Day 1,COUNTRY.
2020 RNC,Day 1,>> THEY REALLY INSTILLED IN US
2020 RNC,Day 1,THE SENSE OF PURPOSE BUT ALSO
2020 RNC,Day 1,SELF-ACCOUNTABILITY THAT WE HAD
2020 RNC,Day 1,TO STRIVE TO DO THE THINGS THAT
2020 RNC,Day 1,WE WANTED.
2020 RNC,Day 1,IT WAS UP TO US TO MAKE THOSE
2020 RNC,Day 1,THINGS HAPPEN.
