no_overall,no_inseason,no_season,viewers,air_date,pitch_title,pitch_description,deal,sharks,category_1,category_2,business_category_1,business_category_2,business_category_3,category_3
162,11,8,4.9,12/9/16, PolyGlide,a synthetic ice material for skating at home ,NO,"Mark, Barbara, Kevin, Lori, Robert",Sports,Home,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Food_and_Related_Products,Science
162,11,8,4.9,12/9/16, Digiwrap,customizable gift wrap and gift bags ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Computers,Consumer_Goods_and_Services,Retail_Trade,Hospitality,Games
162,11,8,4.9,12/9/16, Hand Out Gloves,gloves with a removable finger portion to easily allow bare-handed tasks ,YES,"Mark, Barbara, Kevin, Lori, Robert",Sports,Computers,Telecommunications,Arts_and_Entertainment,Business_Services,Games
163,12,8,5.7,1/6/17,PDX Pet Design,a line of cat toys and care products ,NO,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Health,Consumer_Goods_and_Services,Automotive,Healthcare,Business
163,12,8,5.7,1/6/17, Basic Outfitters,a service providing drawers of men's clothing basics ,NO,"Mark, Daymond, Kevin, Lori, Robert",Sports,Home,Textiles_and_Nonwovens,Industrial_Goods_and_Services,Construction_and_Maintenance,Business
163,12,8,5.7,1/6/17, Victory Coffees,"a line of organic, fair trade coffee ",NO,"Mark, Daymond, Kevin, Lori, Robert",Business,Home,Food_and_Related_Products,International_Business_and_Trade,Opportunities,Recreation
163,12,8,5.7,1/6/17, Naturally Perfect Dolls,dolls with features representing diverse cultures and ethnicities ,YES,"Mark, Daymond, Kevin, Lori, Robert",Society,Recreation,Consumer_Goods_and_Services,Arts_and_Entertainment,Information_Technology,Computers
164,13,8,5.8,1/13/17,Grease Bags,"disposable, compostable bags for disposing of household grease ",YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Arts,Investing,Industrial_Goods_and_Services,Consumer_Goods_and_Services,Business
164,13,8,5.8,1/13/17, Pinblock,children's building blocks that are flexible ,YES,"Mark, Barbara, Kevin, Lori, Robert",Computers,Business,Construction_and_Maintenance,Information_Technology,Publishing_and_Printing,Health
164,13,8,5.8,1/13/17, Mama's Milk Box,a subscription box service of women's clothing for nursing mothers ,NO,"Mark, Barbara, Kevin, Lori, Robert",Health,Sports,Healthcare,Retail_Trade,Consumer_Goods_and_Services,Home
164,13,8,5.8,1/13/17, NicePipes Apparel,arm and legwarmers made from yoga workout material ,NO,"Mark, Barbara, Kevin, Lori, Robert",Arts,Society,Marketing_and_Advertising,Healthcare,Arts_and_Entertainment,Health
165,14,8,5.9,1/27/17,Chirps,corn chips enhanced with cricket protein ,YES,"Mark, Barbara, Kevin, Lori, Chris Sacca",Sports,Science,Food_and_Related_Products,Telecommunications,Agriculture_and_Forestry,Home
165,14,8,5.9,1/27/17, Vibes,high-fidelity earplugs specially designed for use at concerts ,NO,"Mark, Barbara, Kevin, Lori, Chris Sacca",Recreation,Computers,Arts_and_Entertainment,Materials,Telecommunications,Games
165,14,8,5.9,1/27/17, Popup Play,play sets custom designed by children via a tablet ,YES,"Mark, Barbara, Kevin, Lori, Chris Sacca",Computers,Games,Telecommunications,Consumer_Goods_and_Services,Agriculture_and_Forestry,Business
165,14,8,5.9,1/27/17, Getaway,a rental service of camping sites with tiny houses ,NO,"Mark, Barbara, Kevin, Lori, Chris Sacca",Recreation,Home,Automotive,Hospitality,Arts_and_Entertainment,Business
166,15,8,5.6,2/3/17,The Kooler,an insulated water cooler with containers for secondary beverages ,YES,"Mark, Daymond, Kevin, Lori, Robert",Home,Recreation,Food_and_Related_Products,Industrial_Goods_and_Services,Construction_and_Maintenance,Science
166,15,8,5.6,2/3/17, Little Nomad,stylish foam children's play mats ,NO,"Mark, Daymond, Kevin, Lori, Robert",Games,Sports,Consumer_Goods_and_Services,Arts_and_Entertainment,Construction_and_Maintenance,Home
166,15,8,5.6,2/3/17, RinseKit,a portable shower system ,YES,"Mark, Daymond, Kevin, Lori, Robert",Home,Computers,Construction_and_Maintenance,Healthcare,Electronics_and_Electrical,Science
166,15,8,5.6,2/3/17, DBest Products,a line of carriers and portable carts ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Business,Transportation_and_Logistics,Opportunities,Consumer_Goods_and_Services,Science
167,16,8,5.8,2/10/17,Tranquilo,a vibrating mat for calming crying babies ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Arts,Publishing_and_Printing,Industrial_Goods_and_Services,Arts_and_Entertainment,Science
167,16,8,5.8,2/10/17, Doc Spartan,an all natural first aid ointment ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Arts,Healthcare,Retail_Trade,Mining_and_Drilling,Home
167,16,8,5.8,2/10/17, Peaceful Fruits,natural fruit snacks made with açai ,NO,"Mark, Daymond, Kevin, Lori, Robert",Home,Science,Food_and_Related_Products,Hospitality,Opportunities,Health
167,16,8,5.8,2/10/17, Fire Fighter Turn Out Bags,bags made from used gear worn by firefighters ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Recreation,Sports,Aerospace_and_Defense,Agriculture_and_Forestry,Industrial_Goods_and_Services
168,17,8,5.2,2/17/17,Toymail,a plush toy that allows children to send voice messages to approved contacts ,YES,"Mark, Robert, Kevin, Lori, Chris Sacca",Computers,Recreation,Business,Consumer_Goods_and_Services,Arts_and_Entertainment,Telecommunications
168,17,8,5.2,2/17/17, Edn Wallgarden,an indoor planter that uses smart technology to help grow the plants ,NO,"Mark, Robert, Kevin, Lori, Chris Sacca",Home,Science,Games,Agriculture_and_Forestry,Environment,Marketing_and_Advertising
168,17,8,5.2,2/17/17, Hotels by Day,an app for booking day-use hotel rooms ,NO,"Mark, Robert, Kevin, Lori, Chris Sacca",Computers,Recreation,Games,Hospitality,Telecommunications,Information_Technology
168,17,8,5.2,2/17/17, Bitsbox,a subscription box service that teaches kids computer coding ,NO,"Mark, Robert, Kevin, Lori, Chris Sacca",Computers,Business,Science,Information_Technology,Publishing_and_Printing,Business_Services
169,18,8,5.8,2/24/17,Sand Cloud,beach towels supporting ocean sustainability ,YES,"Mark, Daymond, Kevin, Lori, Robert",Science,Home,Business,Textiles_and_Nonwovens,Agriculture_and_Forestry,Aerospace_and_Defense
169,18,8,5.8,2/24/17, Ora Organic,plant-based nutritional supplements ,NO,"Mark, Daymond, Kevin, Lori, Robert",Society,Health,Home,Food_and_Related_Products,Healthcare,Agriculture_and_Forestry
169,18,8,5.8,2/24/17, DartDrones,drone pilot training courses ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Health,Sports,Transportation_and_Logistics,Aerospace_and_Defense,Retail_Trade
169,18,8,5.8,2/24/17, The Elephant Pants,a clothing line supporting elephant preservation ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Arts,Home,Textiles_and_Nonwovens,Hospitality,Publishing_and_Printing
170,19,8,6,3/3/17,The Sleep Styler,hair rollers that dry and style overnight ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Arts,Recreation,Consumer_Goods_and_Services,Publishing_and_Printing,Investing
170,19,8,6,3/3/17, Blendtique Wine Company,a kit for customers to create personalized wine blends ,YES,"Mark, Barbara, Kevin, Lori, Robert",Recreation,Business,Computers,Food_and_Related_Products,Construction_and_Maintenance,Hospitality
170,19,8,6,3/3/17, MealEnders,natural lozenges designed to help with weight management ,NO,"Mark, Barbara, Kevin, Lori, Robert",Health,Business,Science,Food_and_Related_Products,Healthcare,Environment
170,19,8,6,3/3/17, RareForm,backpacks and bags made from recycled billboards ,YES,"Mark, Barbara, Kevin, Lori, Robert",Home,Business,Arts,Marketing_and_Advertising,Publishing_and_Printing,Industrial_Goods_and_Services
171,20,8,4.8,4/7/17,Apollo Peak,a wine-like beverage for cats and dogs ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Health,Home,Food_and_Related_Products,Hospitality,Agriculture_and_Forestry
171,20,8,4.8,4/7/17, Seedsheet,a sheet of weed-blocking fabric embedded with dissolvable pouches of seeds and soil for easily growing vegetables and herbs ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Home,Business,Agriculture_and_Forestry,Textiles_and_Nonwovens,Food_and_Related_Products
171,20,8,4.8,4/7/17, CropSticks,bamboo chopsticks with a built-in rest ,NO,"Mark, Daymond, Kevin, Lori, Robert",Computers,Home,Recreation,Information_Technology,Hospitality,Consumer_Goods_and_Services
171,20,8,4.8,4/7/17, Under the Weather,weatherproof pop-up pods to be used when watching ,YES,"Mark, Daymond, Kevin, Lori, Robert",Society,Computers,Arts,Investing,Aerospace_and_Defense,Business_Services
172,21,8,4.3,4/14/17,Guard Llama,a portable remote that activates a personal emergency service ,YES,"Mark, Barbara, Kevin, Lori, Chris Sacca",Computers,Health,Science,Business_Services,Telecommunications,Healthcare
172,21,8,4.3,4/14/17, Flag,a free photo printing service that prints ads on the back of the photos ,NO,"Mark, Barbara, Kevin, Lori, Chris Sacca",Computers,Arts,Business,Publishing_and_Printing,Arts_and_Entertainment,Marketing_and_Advertising
172,21,8,4.3,4/14/17, Validated,an app that earns credit toward covering transportation costs when shopping at physical stores ,NO,"Mark, Barbara, Kevin, Lori, Chris Sacca",Business,Computers,Home,Retail_Trade,Telecommunications,Transportation_and_Logistics
172,21,8,4.3,4/14/17, Guardian Bikes,children's bicycles with an improved braking system ,YES,"Mark, Barbara, Kevin, Lori, Chris Sacca",Sports,Health,Computers,Consumer_Goods_and_Services,Materials,Cooperatives
173,22,8,4.5,4/21/17,Goverre,a spill-proof portable wine glass ,YES,"Mark, Daymond, Kevin, Lori, Robert",Recreation,Home,Computers,Food_and_Related_Products,Construction_and_Maintenance,Consumer_Goods_and_Services
173,22,8,4.5,4/21/17, See Rescue Streamer,a large streamer used as an emergency signal device ,NO,"Mark, Daymond, Kevin, Lori, Robert",Computers,Science,Recreation,Investing,Healthcare,Telecommunications
173,22,8,4.5,4/21/17, BootyQueen Apparel,a fitness fashion line that accents a woman's rear end ,YES,"Mark, Daymond, Kevin, Lori, Robert",Health,Arts,Recreation,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Arts_and_Entertainment
173,22,8,4.5,4/21/17, Loctote Industrial Bag Co.,a drawstring pack that is cut-resistant and has security features ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Business,Recreation,Information_Technology,Business_Services,Investing
174,23,8,4.4,5/5/17,Thompson Tee,undershirts designed to block underarm sweat ,YES,"Mark, Daymond, Kevin, Lori, Robert",Sports,Recreation,Health,Information_Technology,Construction_and_Maintenance,Consumer_Goods_and_Services
174,23,8,4.4,5/5/17, Wallet Buckle,a belt buckle that holds credit cards ,NO,"Mark, Daymond, Kevin, Lori, Robert",Games,Sports,Recreation,Consumer_Goods_and_Services,Investing,Cooperatives
174,23,8,4.4,5/5/17, Rumi Spice,saffron imported from Afghanistan ,YES,"Mark, Daymond, Kevin, Lori, Robert",Science,Home,Society,Food_and_Related_Products,Arts_and_Entertainment,Textiles_and_Nonwovens
174,23,8,4.4,5/5/17, Peoples Design,a mixing bowl with a built-in scoop ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Home,Sports,Information_Technology,Hospitality,Investing
175,24,8,4,5/12/17,Wine & Design,painting classes with wine served ,YES,"Mark, Barbara, Kevin, Lori, Robert",Arts,Recreation,Home,Construction_and_Maintenance,Hospitality,Real_Estate
175,24,8,4,5/12/17, Rocketbook,a notebook that can scan contents to cloud services via an app and can be erased by being microwaved ,NO,"Mark, Barbara, Kevin, Lori, Robert",Computers,Health,Business,Information_Technology,Telecommunications,Retail_Trade
175,24,8,4,5/12/17, Laid Brand,hair-care products made with pheromones ,NO,"Mark, Barbara, Kevin, Lori, Robert",Health,Society,Computers,Materials,Information_Technology,Construction_and_Maintenance
175,24,8,4,5/12/17, Bridal Buddy,a functional slip worn under a wedding gown that allows the wearer to use the restroom on their own ,YES,"Mark, Barbara, Kevin, Lori, Robert",Arts,Computers,Health,Arts_and_Entertainment,Aerospace_and_Defense,Information_Technology
176,1,9,5.1,10/1/17,Locker Board,a smaller skateboard that can fit inside a locker ,YES,"Daymond, Richard Branson, Mark, Lori, Robert",Sports,Computers,Arts,Consumer_Goods_and_Services,Marketing_and_Advertising,Information_Technology
176,1,9,5.1,10/1/17, Wyp Aviation,a wakeboard style vehicle pulled behind an airplane ,NO,"Daymond, Richard Branson, Mark, Lori, Robert",Sports,Recreation,Arts,Transportation_and_Logistics,Investing,Automotive
176,1,9,5.1,10/1/17, Sierra Madre Research,a hammock tent ,YES,"Daymond, Richard Branson, Mark, Lori, Robert",Recreation,Society,Sports,Consumer_Goods_and_Services,Arts_and_Entertainment,Automotive
176,1,9,5.1,10/1/17, Simple Habit,a meditation app ,NO,"Daymond, Richard Branson, Mark, Lori, Robert",Society,Computers,Health,Healthcare,Telecommunications,Information_Technology
177,2,9,5.1,10/1/17,The Seventy2,a bag of tools and equipment for emergencies ,YES,"Robert, Barbara, Mark, Lori, Rohan Oza",Health,Home,Business,Industrial_Goods_and_Services,Construction_and_Maintenance,Transportation_and_Logistics
177,2,9,5.1,10/1/17, Jackson's Honest,snack foods made with coconut oil ,YES,"Robert, Barbara, Mark, Lori, Rohan Oza",Home,Health,Science,Food_and_Related_Products,Opportunities,Consumer_Goods_and_Services
177,2,9,5.1,10/1/17, Qball,a wireless microphone inside a ball ,YES,"Robert, Barbara, Mark, Lori, Rohan Oza",Computers,Sports,Business,Telecommunications,Arts_and_Entertainment,Agriculture_and_Forestry
177,2,9,5.1,10/1/17, Trippie,an app for navigating large airports ,NO,"Robert, Barbara, Mark, Lori, Rohan Oza",Computers,Business,Games,Transportation_and_Logistics,Telecommunications,Information_Technology
178,3,9,4.7,10/8/17,Fidgetland,fidget spinners and rings that reduce anxiety and stress ,YES,"Robert, Barbara, Kevin, Lori, Mark",Health,Sports,Home,Textiles_and_Nonwovens,Industrial_Goods_and_Services,Healthcare
178,3,9,4.7,10/8/17, Enso,flexible silicone wedding bands ,YES,"Robert, Barbara, Kevin, Lori, Mark",Computers,Society,Arts,Arts_and_Entertainment,Industrial_Goods_and_Services,Consumer_Goods_and_Services
178,3,9,4.7,10/8/17,  Third Wave Water,a mineral concoction for better coffee brewing quality ,YES,"Robert, Barbara, Kevin, Lori, Mark",Recreation,Home,Business,Food_and_Related_Products,Mining_and_Drilling,Marketing_and_Advertising
178,3,9,4.7,10/8/17, Tangle Pets,kid-friendly hairbrush ,YES,"Robert, Barbara, Kevin, Lori, Mark",Arts,Home,Health,Accounting,Aerospace_and_Defense,Agriculture_and_Forestry
179,4,9,4.6,10/15/17,Delighted By,dessert hummus ,YES,"Alex Rodriguez, Barbara, Kevin, Lori, Mark",Home,Health,Recreation,Food_and_Related_Products,Hospitality,Mining_and_Drilling
179,4,9,4.6,10/15/17, Sole Mender,stainless steel foot massage roller ,NO,"Alex Rodriguez, Barbara, Kevin, Lori, Mark",Health,Recreation,Sports,Healthcare,Industrial_Goods_and_Services,Materials
179,4,9,4.6,10/15/17, Ice Shaker,stainless steel insulated protein shake bottle ,YES,"Alex Rodriguez, Barbara, Kevin, Lori, Mark",Recreation,Business,Science,Construction_and_Maintenance,Materials,Industrial_Goods_and_Services
179,4,9,4.6,10/15/17, Benjilock,fingerprint-technology padlocks ,YES,"Alex Rodriguez, Barbara, Kevin, Lori, Mark",Business,Home,Computers,Marketing_and_Advertising,Business_Services,Mining_and_Drilling
180,5,9,4.2,10/22/17,Ash and Anvil,shirts for short people ,YES,"Mark, Daymond, Kevin, Lori, Robert",Arts,Home,Business,Marketing_and_Advertising,Investing,Textiles_and_Nonwovens
180,5,9,4.2,10/22/17, Mirmir,portable photo booth ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Arts,Recreation,Arts_and_Entertainment,Construction_and_Maintenance,Hospitality
180,5,9,4.2,10/22/17, Kwik-Hang,curtain rod brackets ,NO,"Mark, Daymond, Kevin, Lori, Robert",Sports,Arts,Recreation,Construction_and_Maintenance,Industrial_Goods_and_Services,Consumer_Goods_and_Services
180,5,9,4.2,10/22/17, Human Bobber,multi-functional personal flotation device ,YES,"Mark, Daymond, Kevin, Lori, Robert",Computers,Science,Arts,Textiles_and_Nonwovens,Consumer_Goods_and_Services,Healthcare
181,6,9,3.5,10/29/17,Novel Effect,storybook app with voice effects ,YES,"Mark, Sara Blakely, Kevin, Lori, Daymond",Computers,Arts,Home,Arts_and_Entertainment,Telecommunications,Information_Technology
181,6,9,3.5,10/29/17, Father Figure,paternity clothing line for dads ,NO,"Mark, Sara Blakely, Kevin, Lori, Daymond",Home,Health,Business,Biotechnology_and_Pharmaceuticals,Arts_and_Entertainment,Consumer_Goods_and_Services
181,6,9,3.5,10/29/17, DrainWig,hair catcher for shower drains ,YES,"Mark, Sara Blakely, Kevin, Lori, Daymond",Home,Sports,Health,Healthcare,Marketing_and_Advertising,Construction_and_Maintenance
181,6,9,3.5,10/29/17, Brazyn Life,collapsible foam roller ,YES,"Mark, Sara Blakely, Kevin, Lori, Daymond",Sports,Business,Recreation,Food_and_Related_Products,Industrial_Goods_and_Services,Materials
182,7,9,3.1,10/29/17,WaiveCar,all electric car-sharing service with advertising signage ,YES,"Mark, Barbara, Kevin, Lori, Chris Sacca",Business,Recreation,Computers,Transportation_and_Logistics,Business_Services,Marketing_and_Advertising
182,7,9,3.1,10/29/17,", Pearachute",kid-activity subscription service ,YES,"Mark, Barbara, Kevin, Lori, Chris Sacca",Business,Computers,Health,Telecommunications,Transportation_and_Logistics,Investing
182,7,9,3.1,10/29/17, GeoOrbital,electric bike wheel ,NO,"Mark, Barbara, Kevin, Lori, Chris Sacca",Sports,Recreation,Business,Consumer_Goods_and_Services,Automotive,Energy
182,7,9,3.1,10/29/17, Qeepsake,text message service that tracks baby milestones ,NO,"Mark, Barbara, Kevin, Lori, Chris Sacca",Home,Computers,Health,Arts_and_Entertainment,Telecommunications,Publishing_and_Printing
183,8,9,4,11/5/17,No Mo-stache,portable mustache removal kit ,YES,"Mark, Bethenny Frankel, Kevin, Lori, Robert",Computers,Arts,Recreation,Construction_and_Maintenance,Consumer_Goods_and_Services,Healthcare
183,8,9,4,11/5/17,", SnoofyBee",clean hands baby changing pad ,YES,"Mark, Bethenny Frankel, Kevin, Lori, Robert",Home,Games,Health,Consumer_Goods_and_Services,Publishing_and_Printing,Investing
183,8,9,4,11/5/17,", Dreampad",sound-emitting pillows for better sleep ,NO,"Mark, Bethenny Frankel, Kevin, Lori, Robert",Health,Home,Arts,Textiles_and_Nonwovens,Healthcare,Opportunities
183,8,9,4,11/5/17,", Snarky Tea",tea blends for specific moods ,YES,"Mark, Bethenny Frankel, Kevin, Lori, Robert",Health,Home,Recreation,Food_and_Related_Products,Opportunities,Textiles_and_Nonwovens
184,9,9,3.3,11/5/17,Brilliant Pad,self-cleaning puppy pad and dog potty ,YES,"Alex Rodriguez, Barbara, Kevin, Lori, Mark",Recreation,Home,Health,Consumer_Goods_and_Services,Business_Services,Opportunities
184,9,9,3.3,11/5/17,", Bravo",tipping app ,YES,"Alex Rodriguez, Barbara, Kevin, Lori, Mark",Computers,Games,Sports,Telecommunications,Information_Technology,Healthcare
184,9,9,3.3,11/5/17,", Hoop Maps",app that finds the nearest basketball games ,NO,"Alex Rodriguez, Barbara, Kevin, Lori, Mark",Sports,Games,Computers,Investing,Information_Technology,Telecommunications
184,9,9,3.3,11/5/17,", GloveStix",athletic gear deodorizer ,YES,"Alex Rodriguez, Barbara, Kevin, Lori, Mark",Sports,Home,Recreation,Consumer_Goods_and_Services,Industrial_Goods_and_Services,Construction_and_Maintenance
185,10,9,4.2,11/12/17,Grypmat,non-slip tool tray ,YES,"Daymond, Richard Branson, Mark, Lori, Robert",Home,Computers,Business,Electronics_and_Electrical,Industrial_Goods_and_Services,Materials
185,10,9,4.2,11/12/17,", DNA Simple",saliva donor service for science research ,YES,"Daymond, Richard Branson, Mark, Lori, Robert",Science,Health,Home,Agriculture_and_Forestry,Consumer_Goods_and_Services,Retail_Trade
185,10,9,4.2,11/12/17,", robin",robotic lawnmower service ,NO,"Daymond, Richard Branson, Mark, Lori, Robert",Computers,Home,Games,Industrial_Goods_and_Services,Aerospace_and_Defense,Transportation_and_Logistics
185,10,9,4.2,11/12/17,", SmartGurlz",coding dolls for girls ,YES,"Daymond, Richard Branson, Mark, Lori, Robert",Computers,Recreation,Arts,Arts_and_Entertainment,Consumer_Goods_and_Services,Healthcare
186,11,9,3.6,11/12/17,Reely Hooked Fish Co.,healthy smoked fish dip ,YES,"Robert, Mark, Kevin, Lori, Daymond",Home,Recreation,Health,Agriculture_and_Forestry,Food_and_Related_Products,Investing
186,11,9,3.6,11/12/17,", Cut Buddy",multi-curve hair trimming guide tool ,YES,"Robert, Mark, Kevin, Lori, Daymond",Home,Health,Computers,Agriculture_and_Forestry,Industrial_Goods_and_Services,Textiles_and_Nonwovens
186,11,9,3.6,11/12/17,", Slumberkins",stuffed animals for sensory stimulation ,NO,"Robert, Mark, Kevin, Lori, Daymond",Health,Home,Society,Healthcare,Arts_and_Entertainment,Marketing_and_Advertising
186,11,9,3.6,11/12/17,", ProntoBev",instant wine chiller ,YES,"Robert, Mark, Kevin, Lori, Daymond",Recreation,Arts,Business,Construction_and_Maintenance,Food_and_Related_Products,Arts_and_Entertainment
187,12,9,4,11/26/17,hater,dating app with a twist ,YES,"Robert, Barbara, Mark, Lori, Rohan Oza",Computers,Recreation,Games,Telecommunications,Information_Technology,Marketing_and_Advertising
187,12,9,4,11/26/17, Coco Taps,coconut tapper tool ,NO,"Robert, Barbara, Mark, Lori, Rohan Oza",Science,Home,Sports,Industrial_Goods_and_Services,Food_and_Related_Products,Consumer_Goods_and_Services
187,12,9,4,11/26/17, EverlyWell,mail-in body liquid samples for lab testing ,YES,"Robert, Barbara, Mark, Lori, Rohan Oza",Science,Computers,Health,Business_Services,Healthcare,Marketing_and_Advertising
187,12,9,4,11/26/17, Mush,healthy ready-to-eat oatmeal packs ,YES,"Robert, Barbara, Mark, Lori, Rohan Oza",Home,Health,Science,Cooperatives,Business_Services,Consumer_Goods_and_Services
188,13,9,3.7,12/3/17,The Original Comfy,cozy way to stay warm during the holidays ,YES,"Robert, Barbara, Kevin, Lori, Mark",Recreation,Home,Arts,Construction_and_Maintenance,Cooperatives,Agriculture_and_Forestry
188,13,9,3.7,12/3/17, The Christmas Tree Hugger,fabric to make artificial Christmas trees look more realistic ,NO,"Robert, Barbara, Kevin, Lori, Mark",Home,Arts,Computers,Textiles_and_Nonwovens,Agriculture_and_Forestry,Investing
188,13,9,3.7,12/3/17, RokBlok by Pink Donut,wireless record player ,YES,"Robert, Barbara, Kevin, Lori, Mark",Sports,Games,Computers,Telecommunications,Arts_and_Entertainment,Information_Technology
188,13,9,3.7,12/3/17, Modern Christmas Trees,Christmas trees made up of centric collapsible rings ,YES,"Robert, Barbara, Kevin, Lori, Mark",Computers,Recreation,Business,Agriculture_and_Forestry,Food_and_Related_Products,Industrial_Goods_and_Services
189,14,9,4.6,1/7/18,Frywall,cooking pan shield to prevent splatters on stove top ,YES,"Robert, Mark, Kevin, Lori, Daymond",Sports,Home,Recreation,Hospitality,Construction_and_Maintenance,Healthcare
189,14,9,4.6,1/7/18, Elliptical Stroller,baby stroller that doubles as an elliptical trainer ,NO,"Robert, Mark, Kevin, Lori, Daymond",Sports,Home,Health,Textiles_and_Nonwovens,Healthcare,Investing
189,14,9,4.6,1/7/18, Inirv,automatic shutoff device for kitchen stoves ,NO,"Robert, Mark, Kevin, Lori, Daymond",Home,Health,Recreation,Construction_and_Maintenance,Consumer_Goods_and_Services,Industrial_Goods_and_Services
189,14,9,4.6,1/7/18, Birddogs,gym shorts with built-in liner ,NO,"Robert, Mark, Kevin, Lori, Daymond",Sports,Computers,Home,Information_Technology,Transportation_and_Logistics,Opportunities
190,15,9,3.8,1/7/18,iFork,"attachable plates, cups, and utensils ",YES,"Robert, Barbara, Mark, Lori, Rohan Oza ",Recreation,Arts,Home,Consumer_Goods_and_Services,Hospitality,Mining_and_Drilling
190,15,9,3.8,1/7/18, stasher,reusable silicone food storage bags ,YES,"Robert, Barbara, Mark, Lori, Rohan Oza ",Computers,Home,Business,Industrial_Goods_and_Services,Consumer_Goods_and_Services,Food_and_Related_Products
190,15,9,3.8,1/7/18, recharj,center for power naps ,NO,"Robert, Barbara, Mark, Lori, Rohan Oza ",Health,Sports,Computers,Electronics_and_Electrical,Energy,Automotive
190,15,9,3.8,1/7/18, Detrapel,liquid repellent for fabrics ,YES,"Robert, Barbara, Mark, Lori, Rohan Oza ",Business,Science,Home,Textiles_and_Nonwovens,Consumer_Goods_and_Services,Food_and_Related_Products
191,16,9,5.4,1/14/18,Fish fry,dry batter mix ,YES,"Robert, Mark, Kevin, Lori, Daymond",Home,Sports,Recreation,Food_and_Related_Products,Investing,Arts_and_Entertainment
191,16,9,5.4,1/14/18,", G.O.A.T. pet products",bluetooth pet speaker ,YES,"Robert, Mark, Kevin, Lori, Daymond",Computers,Recreation,Business,Business_Services,Telecommunications,Consumer_Goods_and_Services
191,16,9,5.4,1/14/18,", Duderobe","stylish modern towel-lined leisurewear for men, hoodie, shorts, pants, robe ",NO,"Robert, Mark, Kevin, Lori, Daymond",Home,Sports,Arts,Consumer_Goods_and_Services,Arts_and_Entertainment,Cooperatives
191,16,9,5.4,1/14/18,", the Longhairs","hair ties for guys, hair serum, head band ",YES,"Robert, Mark, Kevin, Lori, Daymond",Arts,Health,Home,Consumer_Goods_and_Services,Agriculture_and_Forestry,Arts_and_Entertainment
192,17,9,4.6,1/14/18,Alice's Table,creating women entrepreneurs for flower arranging ,YES,"Mark, Sara Blakely, Kevin, Lori, Daymond",Home,Business,Society,Cooperatives,Agriculture_and_Forestry,Arts_and_Entertainment
192,17,9,4.6,1/14/18,", ZUP","easy water sport board for waterskiing ""do more"", ""you go",NO,"Mark, Sara Blakely, Kevin, Lori, Daymond",Sports,Home,Games,Consumer_Goods_and_Services,Opportunities,Food_and_Related_Products
192,17,9,4.6,1/14/18,", boobie bar","herbal lactation bar, oatmeal chocolate chip, peanut butter, blueberry coconut ",YES,"Mark, Sara Blakely, Kevin, Lori, Daymond",Home,Health,Recreation,Food_and_Related_Products,Cooperatives,Biotechnology_and_Pharmaceuticals
192,17,9,4.6,1/14/18,", Pandaloon","panda puppy costume, rabbit, polar bear, lion, panda gifts and apparel ",YES,"Mark, Sara Blakely, Kevin, Lori, Daymond",Recreation,Business,Science,Consumer_Goods_and_Services,Business_Services,Textiles_and_Nonwovens
193,18,9,3.9,1/21/18,RounderBum,padded men's undergarments ,YES,"Robert, Mark, Kevin, Lori, Daymond",Sports,Health,Arts,Consumer_Goods_and_Services,Textiles_and_Nonwovens,Opportunities
193,18,9,3.9,1/21/18,", Brush Hero",water-pressure powered oscillating brush ,NO,"Robert, Mark, Kevin, Lori, Daymond",Science,Home,Business,Materials,Industrial_Goods_and_Services,Consumer_Goods_and_Services
193,18,9,3.9,1/21/18,", Savy",online service that allows customers to negotiate prices with vendors ,NO,"Robert, Mark, Kevin, Lori, Daymond",Computers,Business,Home,Information_Technology,Cooperatives,Retail_Trade
193,18,9,3.9,1/21/18,", Guzzle Buddy",wine glass attachable to bottles ,YES,"Robert, Mark, Kevin, Lori, Daymond",Recreation,Arts,Home,Food_and_Related_Products,Industrial_Goods_and_Services,Consumer_Goods_and_Services
194,19,9,3.7,1/21/18,Bouquet Bar,online gift box service ,YES,"Mark, Sara Blakely, Kevin, Lori, Daymond",Business,Home,Recreation,Retail_Trade,Consumer_Goods_and_Services,Agriculture_and_Forestry
194,19,9,3.7,1/21/18,", The Wingman",inflatable life jacket ,NO,"Mark, Sara Blakely, Kevin, Lori, Daymond",Arts,Recreation,Games,Consumer_Goods_and_Services,Aerospace_and_Defense,Marketing_and_Advertising
